0001	806,722796
0002	243,823333
0003	74,615649
0004	23,190136
0005	7,473539
0006	2,405107
0007	0,773635
0008	0,249184
0009	0,077583
0010	0,026234
0011	0,008868
0012	0,002936
0013	0,001012
0014	0,000334
0015	0,000111
0016	0,000037
0017	0,000013
0018	0,000004
0019	0,000001
0020	0,000000
0021	0,000000
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	1615,428785
0002	496,568757
0003	151,345174
0004	46,645406
0005	15,021722
0006	4,805789
0007	1,547864
0008	0,498608
0009	0,163349
0010	0,052690
0011	0,017906
0012	0,005768
0013	0,001913
0014	0,000622
0015	0,000212
0016	0,000070
0017	0,000024
0018	0,000008
0019	0,000003
0020	0,000001
0021	0,000000
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	3237,611605
0002	1000,894548
0003	309,775176
0004	96,095861
0005	30,372753
0006	9,752080
0007	3,137920
0008	0,979082
0009	0,321337
0010	0,101805
0011	0,033465
0012	0,011368
0013	0,003822
0014	0,001262
0015	0,000424
0016	0,000140
0017	0,000047
0018	0,000016
0019	0,000005
0020	0,000002
0021	0,000001
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	6510,969749
0002	1945,190808
0003	601,538336
0004	187,595778
0005	59,309490
0006	19,064421
0007	6,111540
0008	2,007128
0009	0,649639
0010	0,211982
0011	0,069546
0012	0,022914
0013	0,007571
0014	0,002475
0015	0,000822
0016	0,000271
0017	0,000092
0018	0,000031
0019	0,000010
0020	0,000004
0021	0,000001
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	10413,699150
0002	3106,699846
0003	996,598680
0004	313,590985
0005	98,187914
0006	31,358654
0007	10,576910
0008	3,442410
0009	1,150461
0010	0,385738
0011	0,124562
0012	0,040546
0013	0,013340
0014	0,004498
0015	0,001527
0016	0,000495
0017	0,000169
0018	0,000058
0019	0,000019
0020	0,000007
0021	0,000002
0022	0,000001
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	12,976263
0002	3,876736
0003	1,198857
0004	0,373876
0005	0,118203
0006	0,037995
0007	0,012180
0008	0,004000
0009	0,001295
0010	0,000422
0011	0,000139
0012	0,000046
0013	0,000015
0014	0,000005
0015	0,000002
0016	0,000001
0017	0,000000
0018	0,000000
0019	0,000000
0020	0,000000
0021	0,000000
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	51,905052
0002	15,506942
0003	4,795427
0004	1,495502
0005	0,472812
0006	0,151980
0007	0,048721
0008	0,016001
0009	0,005179
0010	0,001690
0011	0,000554
0012	0,000183
0013	0,000060
0014	0,000020
0015	0,000007
0016	0,000002
0017	0,000001
0018	0,000000
0019	0,000000
0020	0,000000
0021	0,000000
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	207,620209
0002	62,027768
0003	19,181707
0004	5,982008
0005	1,891246
0006	0,607922
0007	0,194883
0008	0,064003
0009	0,020716
0010	0,006760
0011	0,002218
0012	0,000731
0013	0,000241
0014	0,000079
0015	0,000026
0016	0,000009
0017	0,000003
0018	0,000001
0019	0,000000
0020	0,000000
0021	0,000000
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	830,480835
0002	248,111072
0003	76,726829
0004	23,928033
0005	7,564986
0006	2,431686
0007	0,779533
0008	0,256011
0009	0,082862
0010	0,027039
0011	0,008871
0012	0,002923
0013	0,000966
0014	0,000316
0015	0,000105
0016	0,000035
0017	0,000012
0018	0,000004
0019	0,000001
0020	0,000000
0021	0,000000
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000

0001	3321,923341
0002	992,444290
0003	306,907314
0004	95,712132
0005	30,259944
0006	9,726746
0007	3,118133
0008	1,024045
0009	0,331448
0010	0,108154
0011	0,035483
0012	0,011691
0013	0,003863
0014	0,001263
0015	0,000419
0016	0,000138
0017	0,000047
0018	0,000016
0019	0,000005
0020	0,000002
0021	0,000001
0022	0,000000
0023	0,000000
0024	0,000000
0025	0,000000
0026	0,000000
0027	0,000000
0028	0,000000
0029	0,000000
0030	0,000000