0001	0,668132	0,856100	0,982700
0002	0,788326	0,978175	0,727100
0003	0,835772	0,995925	0,663000
0004	0,863299	0,999150	0,630600
0005	0,880370	0,999825	0,612300
0006	0,892688	0,999900	0,599100
0007	0,902189	0,999900	0,589300
0008	0,909725	1,000000	0,580400
0009	0,916312	1,000000	0,573500
0010	0,921032	1,000000	0,568700
0011	0,924901	1,000000	0,564700
0012	0,927894	1,000000	0,562000
0013	0,931545	1,000000	0,558400
0014	0,934216	1,000000	0,555800
0015	0,936364	1,000000	0,553700
0016	0,938719	1,000000	0,551300
0017	0,940933	1,000000	0,549300
0018	0,942700	1,000000	0,547900
0019	0,944012	1,000000	0,546700
0020	0,945683	1,000000	0,545000
0021	0,947158	1,000000	0,543900
0022	0,948645	1,000000	0,542300
0023	0,950480	1,000000	0,540200
0024	0,951771	1,000000	0,539000
0025	0,952667	1,000000	0,538100
0026	0,953787	1,000000	0,537000
0027	0,954404	1,000000	0,536400
0028	0,955315	1,000000	0,535500
0029	0,956468	1,000000	0,534400
0030	0,957091	1,000000	0,533700